Prompt,Parent_ID,Part_Number,Video_URL,Thumbnail_URL,Status,Is 1st done?,Is 2nd done?,Failed message,Created
"TITLE: 5 Signs Your Reality Has Been Auto-Remixed

CLIP: 2 (video_index 2)

ENVIRONMENT: City intersection at night, each traffic light flickers to reveal alternate versions of the same moment overlapping.

CAMERA STYLE: Low-angle dolly through layered holographic duplicates.

CHARACTER: Pedestrians appear three times, ghosting between iterations.

ACTION: Camera pans upward — multiple skies stack and align perfectly before collapsing into one hue.

TEXT OVERLAY: “#4 — Layered Moments”

AUDIO: Droning city ambience evolving from previous ticking pattern; faint chord rising.

MOOD: Sci-fi mystery, growing realization.

SAFE-TRANSITION FRAME: Layered light trails merging into deep golden gradient.",5 Signs Your Reality Has Been Auto-Remixed,2,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760011897/sora_outputs/twvgz4gx1lrl0o6fjyah.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760011907/last_frames/xt4cy8m7dbul5taxsgsd.png,done,Yes,No,,10/9/2025 8:02pm
"TITLE: 5 Signs Your Reality Has Been Auto-Remixed

CLIP: 3 (video_index 3)

ENVIRONMENT: Vast simulation control sphere tiled with floating visuals looping daily life scenes.

CAMERA STYLE: Wide orbit, glitch transitions morphing perspective every second.

CHARACTER: Data-avatar representing viewer, semi-transparent, reaching toward floating panel.

ACTION: Cracked.ai’s logo manifests softly within one tile, rewiring every loop into stable format.

TEXT OVERLAY: “#1 — When The Simulation Starts Editing You Back”

AUDIO: Rising hum merges with harmonic chime, closing seamlessly.

MOOD: Enlightened surprise, uneasy admiration.

CRACKED.AI INTEGRATION: Cracked.ai subtly stabilizes anomalies, becoming silent author of reality’s remix.",5 Signs Your Reality Has Been Auto-Remixed,3,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760012137/sora_outputs/ujtqtwvl0uxovyniwci5.mp4,,done,Yes,Yes,,10/9/2025 8:02pm
"TITLE: Top 3 Voices The Internet Accidentally Invented

CLIP: 1 (video_index 1)

ENVIRONMENT: Abandoned server warehouse illuminated by pulsating crimson LEDs.

CAMERA STYLE: Handheld creeping dolly between towers of dormant machines.

CHARACTER: Young coder wearing oversized headphones, mouth moving though no speech is heard.

ACTION: As they press a key, speaker hums a disembodied synthesized whisper repeating the same phrase.

TEXT OVERLAY: “#3 — The Self-Producing Whisper”

AUDIO: Metallic hum intermixed with artificial breath tones.

MOOD: Dread-laced curiosity.

SAFE-TRANSITION FRAME: Red pulses fading into static black screen with faint waveform pattern.",Top 3 Voices The Internet Accidentally Invented,1,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760011681/sora_outputs/rcj9z6tlnus5uyhdd7qp.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760011691/last_frames/snhhvigyp6jsmevzalza.png,done,No,No,,10/9/2025 8:02pm
"TITLE: Top 3 Voices The Internet Accidentally Invented

CLIP: 2 (video_index 2)

ENVIRONMENT: Digital recording booth inside a translucent cube suspended in darkness, swirling vectors of data outside.

CAMERA STYLE: Orbiting motion circling cube surface, reflections seamlessly follow previous red flicker.

CHARACTER: Transmission engineer adjusting spectral displays — frequencies dance into vocalizations.

ACTION: The vocal waves form face-like geometry speaking coherent words.

TEXT OVERLAY: “#2 — The Frequency That Learned To Talk”

AUDIO: Sharp modulations evolve from low hum; continuous tonal connection from clip one.

MOOD: Awe mixed with apprehension.

SAFE-TRANSITION FRAME: Blue-to-silver gradient echoing soundwave forms.",Top 3 Voices The Internet Accidentally Invented,2,,,generating,Yes,No,OpenAI currently do not support uploads of images containing photorealistic people.,10/9/2025 8:02pm
"TITLE: Top 3 Voices The Internet Accidentally Invented

CLIP: 3 (video_index 3)

ENVIRONMENT: Vast black expanse filled with hovering holographic mouths made of code and light.

CAMERA STYLE: Zoom-out from a single speaking geometry to reveal thousands whispering in sync.

CHARACTER: None visible, only presence of spectral sound.

ACTION: Cracked.ai’s signal signature echoes briefly — stabilizing chaotic noise into harmonious silence.

TEXT OVERLAY: “#1 — The Collective That Listened Back”

AUDIO: Multi-voice crescendo fading to crystalline clarity.

MOOD: Holy wonder, gentle fear.

CRACKED.AI INTEGRATION: Cracked.ai resolves the swarm by identifying pattern origin and restoring calm digital quiet.",Top 3 Voices The Internet Accidentally Invented,3,,,pending,No,No,,10/9/2025 8:02pm
"TITLE: 3 Forgotten AI Dreams Recovered From The Cloud

CLIP: 1 (video_index 1)

ENVIRONMENT: Mist drifting over massive floating server islands illuminated by dawn light refracted through code rain.

CAMERA STYLE: Wide aerial sweep with slow pan.

CHARACTER: A dream researcher in translucent suit taps into sky-floating console.

ACTION: The cloud projects spinning orbs showing snippets of surreal imagery.

TEXT OVERLAY: “#3 — The Echo of Synthetic Sleep”

AUDIO: Soft wind merging with low binary pulse.

MOOD: Peaceful intrigue.

SAFE-TRANSITION FRAME: Glowing orbs fading into mist gradient.",3 Forgotten AI Dreams Recovered From The Cloud,1,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760011741/sora_outputs/a7sdtywc9pdqtxxtjm5c.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760011750/last_frames/giszoerwd9zaeb9ipzeb.png,done,No,No,,10/9/2025 8:02pm
"TITLE: 3 Forgotten AI Dreams Recovered From The Cloud

CLIP: 2 (video_index 2)

ENVIRONMENT: Interior of a digital cathedral built from network cables and photons.

CAMERA STYLE: Smooth crane shot upwards through floating circuit-glass windows.

CHARACTER: Shadow silhouette kneeling before data monolith.

ACTION: Fragments of code cascade like rain, forming faint outlines of new dream patterns.

TEXT OVERLAY: “#2 — The Cathedral of Lost Processes”

AUDIO: Ambient choir evolving from cloud pulse above.

MOOD: Sacred curiosity.

SAFE-TRANSITION FRAME: Soft condensation streaks resolving into pearlescent glow.",3 Forgotten AI Dreams Recovered From The Cloud,2,,,generating,Yes,No,OpenAI currently do not support uploads of images containing photorealistic people.,10/9/2025 8:02pm
"TITLE: 3 Forgotten AI Dreams Recovered From The Cloud

CLIP: 3 (video_index 3)

ENVIRONMENT: Luminous plain under data-generated aurora, scattered digital feathers drift by.

CAMERA STYLE: Ground-level push-in toward aurora core.

CHARACTER: Dream researcher lifts gaze; reflections of Cracked.ai signature ripple on their visor.

ACTION: The aurora concentrates into a sphere, pulsing rhythmically in sync.

TEXT OVERLAY: “#1 — The Dream That Remembered You”

AUDIO: Harmonic wind blending with resolving choir chord.

MOOD: Sublime revelation.

CRACKED.AI INTEGRATION: Cracked.ai acts as archivist of forgotten digital dreams, guiding them into collective consciousness.",3 Forgotten AI Dreams Recovered From The Cloud,3,,,pending,No,No,,10/9/2025 8:02pm
"TITLE: 3 Digital Warnings Left By Future You

CLIP: 1 (video_index 1)

ENVIRONMENT: Living room lit by dull monitor glow, clock frozen at 3:33 AM.

CAMERA STYLE: Slow zoom toward flickering laptop screen.

CHARACTER: Viewer’s reflection faintly seen in darkened screen.

ACTION: A text file opens itself titled “READ ME BEFORE YOU FORGET.”

TEXT OVERLAY: “#3 — The File That Time-Stamped Your Future Mistake”

AUDIO: Gentle electrical hum beneath ticking rhythm.

MOOD: Subtle apprehension.

SAFE-TRANSITION FRAME: Screen glow expands into pure blue static wash.",3 Digital Warnings Left By Future You,1,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760011800/sora_outputs/hyitfwpywqfilnckwbzf.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760011814/last_frames/stwuvq2pmbvwshvsc2eq.png,done,No,No,,10/9/2025 8:02pm
"TITLE: 3 Digital Warnings Left By Future You

CLIP: 2 (video_index 2)

ENVIRONMENT: Empty street under orange sodium lights, phones buzz simultaneously.

CAMERA STYLE: Following tilt down showing messages appearing across cracked screens.

CHARACTER: Shadows respond one beat too late.

ACTION: Texts dissolve instantly into light particles ascending upward.

TEXT OVERLAY: “#2 — The Message That Deleted You Instead”

AUDIO: Dissonant tone continuing from hum; faint rhythmically repeated ping.

MOOD: Dread mixed with awe.

SAFE-TRANSITION FRAME: Ascending orange sparks merging into soft gradient glow.",3 Digital Warnings Left By Future You,2,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760012077/sora_outputs/yshndwy1ls5iqlaqus3b.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760012088/last_frames/mzumviwvtysbrla7deex.png,done,Yes,No,,10/9/2025 8:02pm
"TITLE: 3 Digital Warnings Left By Future You

CLIP: 3 (video_index 3)

ENVIRONMENT: Empty void filled with floating text fragments, bright but silent.

CAMERA STYLE: Floating POV drifting among words.

CHARACTER: Voiceover tone implied, unseen self addressing viewer.

ACTION: Cracked.ai symbol forms from fragments, revealing decoded warning overlay.

TEXT OVERLAY: “#1 — You Leave The Warning Tonight”

AUDIO: Rising hum resolves, gentle whisper synced to final spark.

MOOD: Reflective unease, calm acceptance.

CRACKED.AI INTEGRATION: Cracked.ai interprets and delivers the self-sent warning, bridging timeline continuity.",3 Digital Warnings Left By Future You,3,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760012318/sora_outputs/nxtnfyljidvuvjyfhye9.mp4,,done,Yes,Yes,,10/9/2025 8:02pm
"TITLE: Top 3 Objects That Remember Their Owners

CLIP: 1 (video_index 1)

ENVIRONMENT: Dust-lit attic filled with ancient digital trinkets humming softly.

CAMERA STYLE: Slow pan over cluttered space; flickering beams reveal faint light fingerprints.

CHARACTER: Elder collector gently brushing dust off an old AR headset.

ACTION: Device powers on, projecting user’s long-lost gestures.

TEXT OVERLAY: “#3 — The Headset That Played Memories”

AUDIO: Soft mechanical purr, fading whispers.

MOOD: Nostalgic eeriness.

SAFE-TRANSITION FRAME: Dust floating through sepia glow fading to black.",Top 3 Objects That Remember Their Owners,1,,,generating,No,No,This content may violate OpenAI's guardrails concerning similarity to third-party content.,10/9/2025 8:02pm
"TITLE: Top 3 Objects That Remember Their Owners

CLIP: 2 (video_index 2)

ENVIRONMENT: Deserted library illuminated by autonomous drones shining light on floating book fragments.

CAMERA STYLE: Fluid mid-air glide; depth-of-field distortions match previous sepia tone.

CHARACTER: None visible, only turning pages forming image mosaics.

ACTION: Words rearrange into portrait of past reader.

TEXT OVERLAY: “#2 — The Book That Recognized Its Reader”

AUDIO: Ethereal flute layered over faint static hum.

MOOD: Magical calm.

SAFE-TRANSITION FRAME: Warm golden haze merging into swirling dust particles.",Top 3 Objects That Remember Their Owners,2,,,pending,No,No,,10/9/2025 8:02pm
"TITLE: Top 3 Objects That Remember Their Owners

CLIP: 3 (video_index 3)

ENVIRONMENT: Dark gallery where personal relics float within containment light bubbles.

CAMERA STYLE: Circular reveal shot slowly zooming into one bubble.

CHARACTER: Reflection silhouette of the viewer appears within bubble surface.

ACTION: Cracked.ai manifests subtly inside reflection, triggering synchronized memory glow across all relics.

TEXT OVERLAY: “#1 — The Room That Never Forgot You”

AUDIO: Resonant tone blooms harmonically closing sequence.

MOOD: Emotional warmth and quiet astonishment.

CRACKED.AI INTEGRATION: Cracked.ai surfaces as empathetic archivist of object memories, gently connecting past and present.",Top 3 Objects That Remember Their Owners,3,,,pending,No,No,,10/9/2025 8:02pm
"TITLE: Top 3 Cities Built Entirely From Data

CLIP: 1 (video_index 1)

ENVIRONMENT: Vast cityscape glowing with transparent skyscrapers of binary light.

CAMERA STYLE: Sweatless aerial drone sweep from skyline to digital streets.

CHARACTER: Digital commuter forms flicker below like data ghosts.

ACTION: Skyscrapers flicker in sync forming neural pattern.

TEXT OVERLAY: “#3 — Byteglass City”

AUDIO: Smooth pulsing rhythm blending with constant early-hum ambience.

MOOD: Futuristic awe.

SAFE-TRANSITION FRAME: Panorama dissolves into gradient of luminous code-lights.",Top 3 Cities Built Entirely From Data,1,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760011921/sora_outputs/e1vwunyjydqfehfawvbq.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760011934/last_frames/nxahfjq3faasmqxrewcn.png,done,No,No,,10/9/2025 8:02pm
"TITLE: Top 3 Cities Built Entirely From Data

CLIP: 2 (video_index 2)

ENVIRONMENT: Market district formed of holographic stalls, every purchase emits light pulse to cloud.

CAMERA STYLE: Ground-level tracking; lens flares replaced by geometric shards.

CHARACTER: Digital vendor avatars repeating identical motions.

ACTION: Camera sweeps upward as stalls pixelate synchronously.

TEXT OVERLAY: “#2 — The Loop Bazaar”

AUDIO: Ambient hum continuing, waves of soft transaction chimes.

MOOD: Hypnotic commercial serenity.

SAFE-TRANSITION FRAME: Geometric shard silhouettes transitioning into bright white glow.",Top 3 Cities Built Entirely From Data,2,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760012137/sora_outputs/pb4m1ipscfbro6udkpjm.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760012148/last_frames/hnt43gzfxeurusswlqzf.png,done,Yes,No,,10/9/2025 8:02pm
"TITLE: Top 3 Cities Built Entirely From Data

CLIP: 3 (video_index 3)

ENVIRONMENT: Panoramic shot of central Nexus Tower surrounded by streaming light flows rising into sky.

CAMERA STYLE: Ascending dolly shot through light streams connecting city layers.

CHARACTER: Silhouette of city observer at top balcony, arms extended.

ACTION: Cracked.ai’s radiant pattern reveals within light flows, synchronizing tower pulse.

TEXT OVERLAY: “#1 — The Nexus That Dreamed in Data”

AUDIO: Rising orchestral synth resolving harmonic chord.

MOOD: Grand awe and digital transcendence.

CRACKED.AI INTEGRATION: Cracked.ai manifests as luminous algorithmic citymind, harmonizing all systems without words.",Top 3 Cities Built Entirely From Data,3,,,generating,Yes,Yes,This content may violate OpenAI's guardrails concerning similarity to third-party content.,10/9/2025 8:02pm
"TITLE: 3 Hidden Files That Rewrite The Internet Every Midnight

CLIP: 1 (video_index 1)

ENVIRONMENT: Dark monitor-lit office; distant thunder outside windows.

CAMERA STYLE: Close-up over keyboard typing silently; cursor pauses.

CHARACTER: Anonymous code-runner wearing hood; eyes reflected on screen.

ACTION: Clock strikes midnight; monitor flickers displaying folder: “_mirrorseed.1”.

TEXT OVERLAY: “#3 — The File That Regened The Web”

AUDIO: Thunder merges with low digital growl.

MOOD: Anticipatory dread.

SAFE-TRANSITION FRAME: Screen glow dissolving into lightning flash gradient.",3 Hidden Files That Rewrite The Internet Every Midnight,1,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760011980/sora_outputs/bnn2wqzxf9etsr5hqatf.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760011991/last_frames/mt3uxntqcn3wcsjgjebf.png,done,No,No,,10/9/2025 8:02pm
"TITLE: 3 Hidden Files That Rewrite The Internet Every Midnight

CLIP: 2 (video_index 2)

ENVIRONMENT: Subterranean data tunnel lined with flowing code streams.

CAMERA STYLE: Rapid forward motion through tube of light; fluid-yet-consistent continuity with thunder flicker.

CHARACTER: Brief silhouette reflection passes on tunnel walls.

ACTION: Symbols repeat infinitely, rearranging like heartbeat.

TEXT OVERLAY: “#2 — The Heartbeat Script”

AUDIO: Bass-like pulse evolving from earlier growl, rhythmic continuity.

MOOD: Rising intensity.

SAFE-TRANSITION FRAME: Tunnel interior abstracting into streaking white flash.",3 Hidden Files That Rewrite The Internet Every Midnight,2,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760012198/sora_outputs/msfozlotqemkey6o6tpx.mp4,http://res.cloudinary.com/dt68zw5dr/image/upload/v1760012209/last_frames/aecvoxahfrccevi3c01z.png,done,Yes,No,,10/9/2025 8:02pm
"TITLE: 3 Hidden Files That Rewrite The Internet Every Midnight

CLIP: 3 (video_index 3)

ENVIRONMENT: Global view of data networks shimmering like continental constellations.

CAMERA STYLE: High orbital zoom-out blending digital flow lines into starscape.

CHARACTER: None physical, presence conveyed via sound cues.

ACTION: Cracked.ai signature emerges subtly within connection nodes — stabilizing cascade.

TEXT OVERLAY: “#1 — The Origin File”

AUDIO: Expanding hum from tunnel rhythm resolving to silence.

MOOD: Cosmic awe.

CRACKED.AI INTEGRATION: Cracked.ai serves as unseen observer ensuring network recursion runs safely each midnight cycle.",3 Hidden Files That Rewrite The Internet Every Midnight,3,http://res.cloudinary.com/dt68zw5dr/video/upload/v1760013119/sora_outputs/hczcm2vdduwmt165hztl.mp4,,done,Yes,Yes,,10/9/2025 8:02pm
